order_id,customer_id,order_date,product_id,category,region,supplier_id,quantity,unit_price,discount,refund,status,net_revenue
ORD-12890,CUST-6233,2026-06-21 18:00:00,PROD-380,Apparel,East,Supplier B,1,2437.58,213.25,0.0,completed,2224.33
ORD-12891,CUST-4195,2026-06-21 08:00:00,PROD-803,HomeGoods,South,Supplier C,1,2574.12,165.32,0.0,completed,2408.8
ORD-12892,CUST-1392,2026-06-21 14:00:00,PROD-555,Apparel,West,Supplier A,1,3374.12,283.61,0.0,completed,3090.51
ORD-12893,CUST-4263,2026-06-21 19:00:00,PROD-929,Industrial,North,Supplier A,3,2547.87,272.75,0.0,completed,7370.86
ORD-12894,CUST-3912,2026-06-21 17:00:00,PROD-980,Electronics,West,Supplier B,2,2104.42,20.02,0.0,completed,4188.82
ORD-12895,CUST-8216,2026-06-21 08:00:00,PROD-971,Electronics,East,Supplier A,4,2376.75,158.05,0.0,completed,9348.95
ORD-12896,CUST-3226,2026-06-21 19:00:00,PROD-868,Electronics,South,Supplier B,2,1573.74,257.57,0.0,completed,2889.91
ORD-12897,CUST-8968,2026-06-21 20:00:00,PROD-795,Industrial,South,Supplier B,3,3025.19,268.35,0.0,completed,8807.22
ORD-12898,CUST-5208,2026-06-21 08:00:00,PROD-635,HomeGoods,West,Supplier B,1,3818.2,72.96,0.0,completed,3745.24
ORD-12899,CUST-7741,2026-06-21 20:00:00,PROD-949,Apparel,West,Supplier A,3,4154.62,1214.72,0.0,completed,11249.14
ORD-12900,CUST-2733,2026-06-21 10:00:00,PROD-207,Electronics,South,Supplier C,2,3006.92,280.62,0.0,completed,5733.22
ORD-12901,CUST-8709,2026-06-21 08:00:00,PROD-130,Electronics,West,Supplier A,3,1061.93,272.1,0.0,completed,2913.69
ORD-12902,CUST-9259,2026-06-21 12:00:00,PROD-713,Industrial,South,Supplier C,4,3894.4,457.63,0.0,completed,15119.97
ORD-12903,CUST-7200,2026-06-21 16:00:00,PROD-101,HomeGoods,North,Supplier D,1,965.92,53.93,0.0,completed,911.99
ORD-12904,CUST-3520,2026-06-21 09:00:00,PROD-511,Apparel,South,Supplier C,2,1877.61,290.55,0.0,completed,3464.67
ORD-12905,CUST-8915,2026-06-21 08:00:00,PROD-322,HomeGoods,East,Supplier B,3,2384.31,677.49,0.0,completed,6475.44
ORD-12906,CUST-8698,2026-06-21 11:00:00,PROD-599,Industrial,North,Supplier C,1,1677.31,41.68,0.0,completed,1635.63
ORD-12907,CUST-9440,2026-06-21 13:00:00,PROD-238,Apparel,West,Supplier A,3,4803.43,346.32,0.0,completed,14063.97
ORD-12908,CUST-9551,2026-06-21 08:00:00,PROD-195,Apparel,South,Supplier B,3,4458.49,942.72,0.0,completed,12432.75
ORD-12909,CUST-6391,2026-06-21 17:00:00,PROD-730,Industrial,South,Supplier B,1,4352.96,119.91,0.0,completed,4233.05
ORD-12910,CUST-6079,2026-06-21 09:00:00,PROD-898,Industrial,South,Supplier C,2,4756.14,579.87,0.0,completed,8932.41
ORD-12911,CUST-5109,2026-06-21 19:00:00,PROD-694,HomeGoods,North,Supplier D,4,4588.36,993.72,0.0,completed,17359.72
ORD-12912,CUST-2794,2026-06-22 19:00:00,PROD-265,HomeGoods,East,Supplier D,1,4506.83,213.53,0.0,completed,4293.3
ORD-12913,CUST-9294,2026-06-22 16:00:00,PROD-573,Industrial,East,Supplier A,1,4787.99,185.39,0.0,completed,4602.6
ORD-12914,CUST-2149,2026-06-22 09:00:00,PROD-248,Electronics,North,Supplier C,4,2478.44,445.38,0.0,completed,9468.38
ORD-12915,CUST-9998,2026-06-22 10:00:00,PROD-364,Apparel,North,Supplier A,3,4322.73,1182.43,0.0,completed,11785.76
ORD-12916,CUST-7624,2026-06-22 11:00:00,PROD-576,HomeGoods,North,Supplier A,3,3548.24,932.12,0.0,completed,9712.6
ORD-12917,CUST-4514,2026-06-22 15:00:00,PROD-122,Industrial,East,Supplier B,3,2883.26,489.13,0.0,completed,8160.65
ORD-12918,CUST-5185,2026-06-22 12:00:00,PROD-137,Electronics,South,Supplier C,1,510.2,38.08,0.0,completed,472.12
ORD-12919,CUST-4906,2026-06-22 17:00:00,PROD-597,Electronics,North,Supplier D,1,4860.46,216.06,0.0,completed,4644.4
ORD-12920,CUST-3891,2026-06-22 17:00:00,PROD-828,HomeGoods,South,Supplier B,3,4657.69,361.38,0.0,completed,13611.69
ORD-12921,CUST-7141,2026-06-22 15:00:00,PROD-850,Industrial,North,Supplier B,3,2335.39,694.86,0.0,completed,6311.31
ORD-12922,CUST-4987,2026-06-22 19:00:00,PROD-704,Electronics,East,Supplier A,2,1343.81,95.3,0.0,completed,2592.32
ORD-12923,CUST-2972,2026-06-22 11:00:00,PROD-817,Apparel,South,Supplier D,1,3955.33,188.06,0.0,completed,3767.27
ORD-12924,CUST-7177,2026-06-22 14:00:00,PROD-967,Electronics,North,Supplier C,1,1404.4,57.44,0.0,completed,1346.96
ORD-12925,CUST-1009,2026-06-22 14:00:00,PROD-318,Electronics,East,Supplier B,4,3090.44,126.81,0.0,completed,12234.95
ORD-12926,CUST-5843,2026-06-22 18:00:00,PROD-203,Industrial,West,Supplier B,2,3593.99,367.82,0.0,completed,6820.16
ORD-12927,CUST-3219,2026-06-22 09:00:00,PROD-505,Industrial,West,Supplier A,3,3822.09,282.73,0.0,completed,11183.54
ORD-12928,CUST-6219,2026-06-22 12:00:00,PROD-493,Industrial,South,Supplier C,4,1067.5,23.13,0.0,completed,4246.87
ORD-12929,CUST-1734,2026-06-22 20:00:00,PROD-819,Industrial,West,Supplier A,1,3621.67,115.99,0.0,completed,3505.68
ORD-12930,CUST-2059,2026-06-22 20:00:00,PROD-788,HomeGoods,West,Supplier A,2,1518.96,47.01,0.0,completed,2990.91
ORD-12931,CUST-6291,2026-06-22 18:00:00,PROD-767,Electronics,South,Supplier C,2,3811.48,211.7,0.0,completed,7411.26
ORD-12932,CUST-5547,2026-06-22 15:00:00,PROD-663,HomeGoods,West,Supplier B,4,4752.71,1736.62,0.0,completed,17274.22
ORD-12933,CUST-4928,2026-06-22 20:00:00,PROD-554,HomeGoods,North,Supplier D,2,1340.56,101.39,0.0,completed,2579.73
ORD-12934,CUST-7305,2026-06-22 08:00:00,PROD-551,HomeGoods,South,Supplier C,1,1100.22,34.69,0.0,completed,1065.53
ORD-12935,CUST-1137,2026-06-22 12:00:00,PROD-396,Apparel,South,Supplier C,4,3029.58,1077.9,0.0,completed,11040.42
ORD-12936,CUST-9948,2026-06-22 14:00:00,PROD-125,Apparel,East,Supplier C,4,3185.16,314.07,0.0,completed,12426.57
ORD-12937,CUST-6999,2026-06-22 16:00:00,PROD-356,Industrial,North,Supplier D,2,840.0,79.74,0.0,completed,1600.26
ORD-12938,CUST-3828,2026-06-22 08:00:00,PROD-785,Apparel,East,Supplier C,3,4132.56,657.03,0.0,completed,11740.65
ORD-12939,CUST-4233,2026-06-22 10:00:00,PROD-816,Industrial,South,Supplier A,4,1747.54,53.79,0.0,completed,6936.37
ORD-12940,CUST-3476,2026-06-22 08:00:00,PROD-209,Apparel,West,Supplier C,1,676.07,66.27,0.0,completed,609.8
ORD-12941,CUST-8253,2026-06-22 20:00:00,PROD-985,HomeGoods,North,Supplier A,3,1608.16,267.18,0.0,completed,4557.3
ORD-12942,CUST-3224,2026-06-22 08:00:00,PROD-431,Electronics,East,Supplier D,1,537.29,28.0,0.0,completed,509.29
ORD-12943,CUST-1195,2026-06-22 08:00:00,PROD-448,Electronics,South,Supplier A,2,572.36,32.35,0.0,completed,1112.37
ORD-12944,CUST-1790,2026-06-22 17:00:00,PROD-704,Industrial,South,Supplier B,4,4807.38,1558.28,0.0,completed,17671.24
ORD-12945,CUST-2122,2026-06-22 09:00:00,PROD-264,Industrial,North,Supplier D,2,2381.09,457.55,0.0,completed,4304.63
ORD-12946,CUST-8340,2026-06-22 11:00:00,PROD-506,HomeGoods,East,Supplier B,3,1170.65,198.77,0.0,completed,3313.18
ORD-12947,CUST-5382,2026-06-22 11:00:00,PROD-180,HomeGoods,South,Supplier A,2,2249.57,0.22,0.0,completed,4498.92
ORD-12948,CUST-7836,2026-06-22 16:00:00,PROD-746,Industrial,South,Supplier A,4,2258.34,768.4,0.0,completed,8264.96
ORD-12949,CUST-6658,2026-06-22 13:00:00,PROD-140,HomeGoods,North,Supplier B,1,1808.16,71.95,0.0,completed,1736.21
ORD-12950,CUST-6291,2026-06-22 19:00:00,PROD-665,Apparel,West,Supplier B,2,603.35,119.85,0.0,completed,1086.85
ORD-12951,CUST-4053,2026-06-22 13:00:00,PROD-657,Electronics,East,Supplier B,3,4166.34,612.46,0.0,completed,11886.56
ORD-12952,CUST-5020,2026-06-22 18:00:00,PROD-754,Electronics,South,Supplier B,3,1720.83,433.86,0.0,completed,4728.63
ORD-12953,CUST-9354,2026-06-22 11:00:00,PROD-282,Apparel,North,Supplier A,3,3253.61,371.78,0.0,completed,9389.05
ORD-12954,CUST-3327,2026-06-22 10:00:00,PROD-581,Industrial,East,Supplier B,2,1579.97,26.2,0.0,completed,3133.74
ORD-12955,CUST-4372,2026-06-22 08:00:00,PROD-190,HomeGoods,South,Supplier D,2,1224.5,218.94,0.0,completed,2230.06
ORD-12956,CUST-1438,2026-06-22 14:00:00,PROD-776,Apparel,East,Supplier C,1,4403.96,58.8,0.0,completed,4345.16
ORD-12957,CUST-6976,2026-06-22 11:00:00,PROD-290,HomeGoods,West,Supplier A,1,3634.33,11.14,0.0,completed,3623.19
ORD-12958,CUST-9660,2026-06-22 19:00:00,PROD-363,Industrial,East,Supplier D,4,4497.96,1150.99,0.0,completed,16840.85
ORD-12959,CUST-1847,2026-06-22 11:00:00,PROD-859,Electronics,North,Supplier A,2,506.92,51.63,0.0,completed,962.21
ORD-12960,CUST-2391,2026-06-22 19:00:00,PROD-389,Industrial,East,Supplier D,2,3399.58,589.13,0.0,completed,6210.03
ORD-12961,CUST-3124,2026-06-22 20:00:00,PROD-285,HomeGoods,West,Supplier B,4,4482.83,855.13,0.0,completed,17076.19
ORD-12962,CUST-6555,2026-06-22 12:00:00,PROD-638,Apparel,North,Supplier A,1,1340.16,125.4,0.0,completed,1214.76
ORD-12963,CUST-7200,2026-06-22 20:00:00,PROD-116,Apparel,West,Supplier D,3,2939.09,155.49,0.0,completed,8661.78
ORD-12964,CUST-6426,2026-06-22 17:00:00,PROD-818,HomeGoods,West,Supplier C,1,3887.67,342.29,0.0,completed,3545.38
ORD-12965,CUST-3910,2026-06-22 09:00:00,PROD-972,Apparel,South,Supplier B,3,1175.96,109.54,0.0,completed,3418.34
ORD-12966,CUST-5748,2026-06-22 14:00:00,PROD-864,Industrial,East,Supplier D,4,2839.18,244.45,0.0,completed,11112.27
ORD-12967,CUST-6334,2026-06-22 10:00:00,PROD-335,HomeGoods,South,Supplier B,3,1016.45,228.19,0.0,completed,2821.16
ORD-12968,CUST-2431,2026-06-22 18:00:00,PROD-301,Industrial,South,Supplier B,4,2693.37,148.29,0.0,completed,10625.19
ORD-12969,CUST-6784,2026-06-22 20:00:00,PROD-238,Industrial,South,Supplier D,2,3686.0,597.2,0.0,completed,6774.8
ORD-12970,CUST-7681,2026-06-22 17:00:00,PROD-448,Electronics,East,Supplier D,3,1938.82,284.1,0.0,completed,5532.36
ORD-12971,CUST-1700,2026-06-22 12:00:00,PROD-746,Industrial,East,Supplier A,1,3487.1,0.55,0.0,completed,3486.55
ORD-12972,CUST-4004,2026-06-22 19:00:00,PROD-808,Apparel,South,Supplier B,3,4360.14,1146.59,0.0,completed,11933.83
ORD-12973,CUST-3105,2026-06-22 10:00:00,PROD-860,Apparel,South,Supplier A,1,1017.35,59.65,0.0,completed,957.7
ORD-12974,CUST-5194,2026-06-22 15:00:00,PROD-796,Apparel,West,Supplier C,4,4750.46,709.03,0.0,completed,18292.81
ORD-12975,CUST-3131,2026-06-22 19:00:00,PROD-762,HomeGoods,East,Supplier D,1,716.4,0.65,0.0,completed,715.75
ORD-12976,CUST-8705,2026-06-22 18:00:00,PROD-690,Electronics,East,Supplier B,4,4800.07,163.85,0.0,completed,19036.43
ORD-12977,CUST-7460,2026-06-22 20:00:00,PROD-274,Industrial,East,Supplier D,1,2635.55,121.09,0.0,completed,2514.46
ORD-12978,CUST-9199,2026-06-22 17:00:00,PROD-480,Electronics,West,Supplier B,2,2067.19,159.94,0.0,completed,3974.44
ORD-12979,CUST-8298,2026-06-22 20:00:00,PROD-195,Industrial,East,Supplier B,4,3781.83,1466.72,0.0,completed,13660.6
ORD-12980,CUST-4669,2026-06-22 09:00:00,PROD-287,Industrial,South,Supplier D,4,4762.79,1427.25,0.0,completed,17623.91
ORD-12981,CUST-4352,2026-06-22 19:00:00,PROD-405,Apparel,East,Supplier A,4,1292.25,172.51,0.0,completed,4996.49
ORD-12982,CUST-6216,2026-06-22 14:00:00,PROD-305,HomeGoods,North,Supplier D,1,1479.7,9.12,0.0,completed,1470.58
ORD-12983,CUST-1881,2026-06-22 20:00:00,PROD-829,Electronics,South,Supplier D,4,754.19,262.5,0.0,completed,2754.26
ORD-12984,CUST-9215,2026-06-22 19:00:00,PROD-846,Electronics,North,Supplier B,2,3943.17,688.99,0.0,completed,7197.35
ORD-12985,CUST-5036,2026-06-22 17:00:00,PROD-424,HomeGoods,East,Supplier B,2,4648.61,711.63,0.0,completed,8585.59
ORD-12986,CUST-8681,2026-06-22 10:00:00,PROD-810,HomeGoods,North,Supplier C,1,2825.73,134.0,0.0,completed,2691.73
ORD-12987,CUST-2574,2026-06-22 11:00:00,PROD-894,HomeGoods,South,Supplier B,2,542.59,62.28,0.0,completed,1022.9
ORD-12988,CUST-7407,2026-06-22 20:00:00,PROD-658,Industrial,West,Supplier C,1,588.7,14.7,0.0,completed,574.0
ORD-12989,CUST-8897,2026-06-22 17:00:00,PROD-461,Apparel,North,Supplier A,3,1277.52,24.19,0.0,completed,3808.37
ORD-12990,CUST-6973,2026-06-22 19:00:00,PROD-659,Apparel,South,Supplier B,3,3617.24,958.11,0.0,completed,9893.61
ORD-12991,CUST-3479,2026-06-22 15:00:00,PROD-639,Apparel,West,Supplier B,2,2105.67,228.75,0.0,completed,3982.59
ORD-12992,CUST-4176,2026-06-22 12:00:00,PROD-970,Industrial,South,Supplier C,4,4744.49,998.71,0.0,completed,17979.25
ORD-12993,CUST-6897,2026-06-22 08:00:00,PROD-225,Electronics,South,Supplier D,2,4535.9,93.17,0.0,completed,8978.63
ORD-12994,CUST-1807,2026-06-22 19:00:00,PROD-793,Industrial,North,Supplier C,3,3830.16,861.98,0.0,completed,10628.5
ORD-12995,CUST-7888,2026-06-22 15:00:00,PROD-644,Industrial,East,Supplier C,1,2747.97,161.66,0.0,completed,2586.31
ORD-12996,CUST-7175,2026-06-22 11:00:00,PROD-407,Industrial,West,Supplier C,2,3932.57,736.19,0.0,completed,7128.95
ORD-12997,CUST-7691,2026-06-22 10:00:00,PROD-614,Apparel,West,Supplier D,4,1202.98,442.64,0.0,completed,4369.28
ORD-12998,CUST-3970,2026-06-22 13:00:00,PROD-151,Industrial,West,Supplier C,4,2972.37,291.14,0.0,completed,11598.34
ORD-12999,CUST-1142,2026-06-22 15:00:00,PROD-985,Electronics,South,Supplier C,4,1087.54,11.49,0.0,completed,4338.67
ORD-13000,CUST-2245,2026-06-22 17:00:00,PROD-645,HomeGoods,South,Supplier D,4,1563.09,236.12,0.0,completed,6016.24
ORD-13001,CUST-2525,2026-06-22 15:00:00,PROD-761,HomeGoods,East,Supplier D,3,2249.9,138.36,0.0,completed,6611.34
ORD-13002,CUST-5906,2026-06-22 12:00:00,PROD-911,HomeGoods,South,Supplier D,3,1601.33,460.79,0.0,completed,4343.2
ORD-13003,CUST-8129,2026-06-22 12:00:00,PROD-342,HomeGoods,West,Supplier B,4,2655.01,506.29,0.0,completed,10113.75
ORD-13004,CUST-9316,2026-06-22 17:00:00,PROD-183,Industrial,South,Supplier D,1,2225.7,174.82,0.0,completed,2050.88
ORD-13005,CUST-8685,2026-06-22 08:00:00,PROD-754,HomeGoods,South,Supplier D,2,1070.75,174.31,0.0,completed,1967.19
ORD-13006,CUST-1201,2026-06-22 13:00:00,PROD-391,HomeGoods,South,Supplier C,4,2471.68,318.44,0.0,completed,9568.28
ORD-13007,CUST-4029,2026-06-22 11:00:00,PROD-352,Industrial,South,Supplier B,2,964.17,36.34,0.0,completed,1892.0
ORD-13008,CUST-7658,2026-06-22 13:00:00,PROD-727,Apparel,South,Supplier B,2,4447.77,779.95,0.0,completed,8115.59
ORD-13009,CUST-9875,2026-06-22 08:00:00,PROD-637,Industrial,North,Supplier B,1,3786.06,225.05,0.0,completed,3561.01
ORD-13010,CUST-8711,2026-06-22 17:00:00,PROD-580,Industrial,West,Supplier B,4,4333.73,429.13,0.0,completed,16905.79
ORD-13011,CUST-5051,2026-06-22 13:00:00,PROD-443,Industrial,East,Supplier D,4,3061.49,616.27,0.0,completed,11629.69
ORD-13012,CUST-5789,2026-06-22 17:00:00,PROD-846,HomeGoods,South,Supplier A,4,3669.15,230.54,0.0,completed,14446.06
ORD-13013,CUST-4789,2026-06-22 14:00:00,PROD-343,Apparel,West,Supplier D,2,1164.72,80.51,0.0,completed,2248.93
ORD-13014,CUST-7969,2026-06-22 20:00:00,PROD-842,Electronics,East,Supplier A,2,2489.35,290.78,0.0,completed,4687.92
ORD-13015,CUST-6172,2026-06-22 20:00:00,PROD-305,Industrial,North,Supplier A,3,532.16,113.64,0.0,completed,1482.84
ORD-13016,CUST-7420,2026-06-22 15:00:00,PROD-858,Industrial,South,Supplier B,3,2847.08,28.39,0.0,completed,8512.85
ORD-13017,CUST-4111,2026-06-22 13:00:00,PROD-497,Industrial,North,Supplier D,2,1317.53,140.9,0.0,completed,2494.16
ORD-13018,CUST-4000,2026-06-22 19:00:00,PROD-687,HomeGoods,East,Supplier B,2,3061.23,68.35,0.0,completed,6054.11
ORD-13019,CUST-8855,2026-06-22 08:00:00,PROD-517,Electronics,West,Supplier D,3,3048.61,485.36,0.0,completed,8660.47
ORD-13020,CUST-7964,2026-06-22 18:00:00,PROD-523,Industrial,North,Supplier D,4,1395.28,237.51,0.0,completed,5343.61
ORD-13021,CUST-6732,2026-06-22 19:00:00,PROD-875,Industrial,South,Supplier B,1,1807.75,57.57,0.0,completed,1750.18
ORD-13022,CUST-3143,2026-06-22 16:00:00,PROD-427,Electronics,South,Supplier C,1,1304.76,3.37,0.0,completed,1301.39
ORD-13023,CUST-6613,2026-06-22 10:00:00,PROD-395,HomeGoods,East,Supplier C,1,3331.78,175.38,0.0,completed,3156.4
ORD-13024,CUST-7059,2026-06-22 18:00:00,PROD-221,Industrial,North,Supplier C,4,1026.24,5.66,0.0,completed,4099.3
ORD-13025,CUST-6624,2026-06-22 12:00:00,PROD-551,Industrial,South,Supplier D,3,1539.31,7.69,0.0,completed,4610.24
ORD-13026,CUST-6109,2026-06-22 17:00:00,PROD-737,HomeGoods,South,Supplier A,4,1085.55,10.03,0.0,completed,4332.17
ORD-13027,CUST-6042,2026-06-22 11:00:00,PROD-907,HomeGoods,West,Supplier D,1,3825.96,352.11,0.0,completed,3473.85
ORD-13028,CUST-5798,2026-06-22 16:00:00,PROD-847,Apparel,East,Supplier B,1,2132.69,103.33,0.0,completed,2029.36
ORD-13029,CUST-5862,2026-06-22 08:00:00,PROD-888,HomeGoods,West,Supplier C,2,2306.2,309.58,0.0,completed,4302.82
ORD-13030,CUST-9991,2026-06-22 08:00:00,PROD-803,HomeGoods,North,Supplier D,3,3343.85,104.82,0.0,completed,9926.73
ORD-13031,CUST-9224,2026-06-22 14:00:00,PROD-646,Apparel,East,Supplier A,1,4210.86,373.73,0.0,completed,3837.13
ORD-13032,CUST-4765,2026-06-22 14:00:00,PROD-358,Industrial,South,Supplier A,3,2972.82,48.74,0.0,completed,8869.72
ORD-13033,CUST-3514,2026-06-22 09:00:00,PROD-230,Industrial,South,Supplier B,3,1196.54,78.63,0.0,completed,3510.99
ORD-13034,CUST-3821,2026-06-22 08:00:00,PROD-746,HomeGoods,West,Supplier D,3,2697.27,30.04,0.0,completed,8061.77
ORD-13035,CUST-2961,2026-06-22 14:00:00,PROD-137,Apparel,East,Supplier B,4,3913.0,147.2,0.0,completed,15504.8
ORD-13036,CUST-2351,2026-06-22 12:00:00,PROD-368,HomeGoods,South,Supplier D,3,4534.94,50.19,0.0,completed,13554.63
ORD-13037,CUST-5651,2026-06-22 18:00:00,PROD-789,Apparel,South,Supplier D,3,3777.8,291.21,0.0,completed,11042.19
ORD-13038,CUST-4591,2026-06-22 11:00:00,PROD-930,Electronics,East,Supplier C,2,4228.21,17.69,0.0,completed,8438.73
ORD-13039,CUST-7425,2026-06-22 20:00:00,PROD-597,Apparel,South,Supplier C,4,4175.38,4.06,0.0,completed,16697.46
ORD-13040,CUST-5284,2026-06-22 12:00:00,PROD-258,Electronics,South,Supplier B,2,3622.06,255.21,0.0,completed,6988.91
ORD-13041,CUST-4235,2026-06-22 19:00:00,PROD-468,Industrial,West,Supplier B,3,1435.2,404.23,0.0,completed,3901.37
ORD-13042,CUST-6760,2026-06-22 14:00:00,PROD-654,Apparel,South,Supplier C,3,4398.22,8.75,0.0,completed,13185.91
ORD-13043,CUST-9611,2026-06-22 11:00:00,PROD-414,Electronics,West,Supplier D,2,2618.66,204.93,0.0,completed,5032.39
ORD-13044,CUST-9675,2026-06-22 10:00:00,PROD-999,Apparel,North,Supplier B,4,2614.38,258.78,0.0,completed,10198.74
ORD-13045,CUST-8037,2026-06-22 12:00:00,PROD-880,HomeGoods,East,Supplier D,1,4601.84,267.2,0.0,completed,4334.64
ORD-13046,CUST-8500,2026-06-22 11:00:00,PROD-527,Apparel,South,Supplier C,2,3231.94,508.94,0.0,completed,5954.94
ORD-13047,CUST-7607,2026-06-22 18:00:00,PROD-613,HomeGoods,East,Supplier A,4,1534.59,550.96,0.0,completed,5587.4
ORD-13048,CUST-7501,2026-06-22 12:00:00,PROD-142,Apparel,North,Supplier A,1,2525.83,86.27,0.0,completed,2439.56
ORD-13049,CUST-4103,2026-06-22 12:00:00,PROD-653,Electronics,West,Supplier C,1,2804.41,111.62,0.0,completed,2692.79
ORD-13050,CUST-1955,2026-06-23 18:00:00,PROD-346,Apparel,North,Supplier C,3,823.83,68.22,0.0,completed,2403.27
ORD-13051,CUST-8941,2026-06-23 14:00:00,PROD-893,HomeGoods,West,Supplier A,1,3109.11,6.68,0.0,completed,3102.43
ORD-13052,CUST-4861,2026-06-23 18:00:00,PROD-278,HomeGoods,East,Supplier A,2,2287.3,187.74,0.0,completed,4386.86
ORD-13053,CUST-3159,2026-06-23 09:00:00,PROD-911,HomeGoods,West,Supplier A,4,4409.71,1696.27,0.0,completed,15942.57
ORD-13054,CUST-3054,2026-06-23 17:00:00,PROD-608,Electronics,North,Supplier C,4,848.24,286.49,0.0,completed,3106.47
ORD-13055,CUST-9576,2026-06-23 14:00:00,PROD-483,Electronics,North,Supplier D,4,1327.71,281.99,0.0,completed,5028.85
ORD-13056,CUST-7411,2026-06-23 11:00:00,PROD-155,Electronics,West,Supplier C,2,2491.36,234.71,0.0,completed,4748.01
ORD-13057,CUST-5596,2026-06-23 08:00:00,PROD-449,Electronics,West,Supplier B,2,3212.47,16.81,0.0,completed,6408.13
ORD-13058,CUST-7517,2026-06-23 16:00:00,PROD-945,Industrial,North,Supplier A,3,4932.26,728.65,0.0,completed,14068.13
ORD-13059,CUST-9753,2026-06-23 10:00:00,PROD-256,Electronics,West,Supplier B,1,2578.31,229.41,0.0,completed,2348.9
ORD-13060,CUST-8430,2026-06-23 12:00:00,PROD-601,HomeGoods,West,Supplier C,2,1004.6,110.64,0.0,completed,1898.56
ORD-13061,CUST-2397,2026-06-23 18:00:00,PROD-951,HomeGoods,East,Supplier C,1,2545.35,14.62,0.0,completed,2530.73
ORD-13062,CUST-8020,2026-06-23 18:00:00,PROD-765,Industrial,West,Supplier D,3,2651.18,285.91,0.0,completed,7667.63
ORD-13063,CUST-6508,2026-06-23 08:00:00,PROD-731,Industrial,West,Supplier C,4,561.25,167.85,0.0,completed,2077.15
ORD-13064,CUST-3372,2026-06-23 11:00:00,PROD-342,Electronics,North,Supplier B,1,4961.2,140.28,0.0,completed,4820.92
ORD-13065,CUST-7889,2026-06-23 17:00:00,PROD-793,Electronics,South,Supplier A,4,875.28,10.85,0.0,completed,3490.27
ORD-13066,CUST-4040,2026-06-23 17:00:00,PROD-312,Industrial,North,Supplier B,4,4142.54,90.4,0.0,completed,16479.76
ORD-13067,CUST-7329,2026-06-23 16:00:00,PROD-259,Apparel,East,Supplier B,3,2206.13,34.74,0.0,completed,6583.65
ORD-13068,CUST-8354,2026-06-23 20:00:00,PROD-212,HomeGoods,North,Supplier C,3,4645.58,64.39,0.0,completed,13872.35
ORD-13069,CUST-2205,2026-06-23 10:00:00,PROD-921,Electronics,North,Supplier C,2,3971.09,506.46,0.0,completed,7435.72
ORD-13070,CUST-2425,2026-06-23 08:00:00,PROD-253,Industrial,East,Supplier B,1,1319.54,31.64,0.0,completed,1287.9
ORD-13071,CUST-7166,2026-06-23 12:00:00,PROD-695,Electronics,East,Supplier A,4,2363.96,20.52,0.0,completed,9435.32
ORD-13072,CUST-8213,2026-06-23 15:00:00,PROD-445,HomeGoods,East,Supplier A,3,3109.89,439.26,0.0,completed,8890.41
ORD-13073,CUST-9080,2026-06-23 16:00:00,PROD-739,Apparel,South,Supplier D,4,1921.59,725.5,0.0,completed,6960.86
ORD-13074,CUST-2889,2026-06-23 09:00:00,PROD-195,Apparel,East,Supplier A,3,4868.62,1264.53,0.0,completed,13341.33
ORD-13075,CUST-5796,2026-06-23 11:00:00,PROD-554,HomeGoods,South,Supplier C,1,2478.2,226.83,0.0,completed,2251.37
ORD-13076,CUST-5320,2026-06-23 13:00:00,PROD-770,Electronics,North,Supplier D,3,3187.0,864.98,0.0,completed,8696.02
ORD-13077,CUST-4146,2026-06-23 09:00:00,PROD-572,Electronics,South,Supplier A,4,4699.13,1659.61,0.0,completed,17136.91
ORD-13078,CUST-2857,2026-06-23 16:00:00,PROD-746,Apparel,North,Supplier D,1,2895.16,192.43,0.0,completed,2702.73
ORD-13079,CUST-5004,2026-06-23 08:00:00,PROD-165,Industrial,South,Supplier D,4,4797.58,498.04,0.0,completed,18692.28
ORD-13080,CUST-6196,2026-06-23 10:00:00,PROD-972,Apparel,South,Supplier D,4,3693.23,816.88,0.0,completed,13956.04
ORD-13081,CUST-4371,2026-06-23 15:00:00,PROD-424,Apparel,South,Supplier C,3,4262.97,1123.55,0.0,completed,11665.36
ORD-13082,CUST-3367,2026-06-23 12:00:00,PROD-229,Apparel,South,Supplier B,1,4785.49,308.29,0.0,completed,4477.2
ORD-13083,CUST-9375,2026-06-23 19:00:00,PROD-446,Industrial,South,Supplier A,3,2833.34,83.13,0.0,completed,8416.89
ORD-13084,CUST-7923,2026-06-23 12:00:00,PROD-432,HomeGoods,East,Supplier B,4,4304.76,493.54,0.0,completed,16725.5
ORD-13085,CUST-8096,2026-06-23 12:00:00,PROD-205,HomeGoods,South,Supplier A,3,651.8,126.24,0.0,completed,1829.16
ORD-13086,CUST-2707,2026-06-23 16:00:00,PROD-712,HomeGoods,West,Supplier D,1,3347.31,316.82,0.0,completed,3030.49
ORD-13087,CUST-8016,2026-06-23 12:00:00,PROD-209,Industrial,South,Supplier D,2,1001.64,197.11,0.0,completed,1806.17
ORD-13088,CUST-5559,2026-06-23 13:00:00,PROD-770,Industrial,South,Supplier C,3,1582.0,333.23,0.0,completed,4412.77
ORD-13089,CUST-8078,2026-06-23 13:00:00,PROD-956,Electronics,East,Supplier A,3,2758.83,129.31,0.0,completed,8147.18
