shipment_id,order_id,supplier_id,warehouse,promised_date,delivery_date,fill_rate,delay_days,status
SHIP-51485,ORD-11485,Supplier B,WH-Pacific,2026-06-13,2026-06-13,93.4,0,delivered
SHIP-51486,ORD-11486,Supplier D,WH-Southern,2026-06-13,2026-06-13,93.4,0,delivered
SHIP-51487,ORD-11487,Supplier C,WH-Southern,2026-06-13,2026-06-13,96.4,0,delivered
SHIP-51488,ORD-11488,Supplier B,WH-Midwest,2026-06-13,2026-06-15,93.4,2,delayed
SHIP-51489,ORD-11489,Supplier D,WH-Atlantic,2026-06-13,2026-06-13,93.7,0,delivered
SHIP-51490,ORD-11490,Supplier B,WH-Pacific,2026-06-13,2026-06-13,92.6,0,delivered
SHIP-51491,ORD-11491,Supplier B,WH-Pacific,2026-06-13,2026-06-13,93.1,0,delivered
SHIP-51492,ORD-11492,Supplier B,WH-Atlantic,2026-06-13,2026-06-13,94.2,0,delivered
SHIP-51493,ORD-11493,Supplier D,WH-Midwest,2026-06-13,2026-06-13,94.5,0,delivered
SHIP-51494,ORD-11494,Supplier A,WH-Southern,2026-06-13,2026-06-13,92.6,0,delivered
SHIP-51495,ORD-11495,Supplier C,WH-Southern,2026-06-13,2026-06-13,96.1,0,delivered
SHIP-51496,ORD-11496,Supplier A,WH-Midwest,2026-06-13,2026-06-13,94.3,0,delivered
SHIP-51497,ORD-11497,Supplier B,WH-Atlantic,2026-06-13,2026-06-13,97.5,0,delivered
SHIP-51498,ORD-11498,Supplier C,WH-Midwest,2026-06-13,2026-06-13,93.1,0,delivered
SHIP-51499,ORD-11499,Supplier B,WH-Pacific,2026-06-13,2026-06-13,93.6,0,delivered
SHIP-51500,ORD-11500,Supplier A,WH-Atlantic,2026-06-13,2026-06-13,96.5,0,delivered
SHIP-51501,ORD-11501,Supplier B,WH-Midwest,2026-06-14,2026-06-14,97.5,0,delivered
SHIP-51502,ORD-11502,Supplier C,WH-Pacific,2026-06-14,2026-06-14,92.0,0,delivered
SHIP-51503,ORD-11503,Supplier B,WH-Pacific,2026-06-14,2026-06-14,95.1,0,delivered
SHIP-51504,ORD-11504,Supplier D,WH-Atlantic,2026-06-14,2026-06-14,93.8,0,delivered
SHIP-51505,ORD-11505,Supplier B,WH-Atlantic,2026-06-14,2026-06-14,99.2,0,delivered
SHIP-51506,ORD-11506,Supplier D,WH-Midwest,2026-06-14,2026-06-14,93.4,0,delivered
SHIP-51507,ORD-11507,Supplier B,WH-Midwest,2026-06-14,2026-06-14,97.5,0,delivered
SHIP-51508,ORD-11508,Supplier D,WH-Atlantic,2026-06-14,2026-06-14,94.8,0,delivered
SHIP-51509,ORD-11509,Supplier B,WH-Midwest,2026-06-14,2026-06-14,95.8,0,delivered
SHIP-51510,ORD-11510,Supplier C,WH-Atlantic,2026-06-14,2026-06-14,94.8,0,delivered
SHIP-51511,ORD-11511,Supplier C,WH-Midwest,2026-06-14,2026-06-14,98.7,0,delivered
SHIP-51512,ORD-11512,Supplier D,WH-Midwest,2026-06-14,2026-06-14,95.3,0,delivered
SHIP-51513,ORD-11513,Supplier C,WH-Midwest,2026-06-14,2026-06-14,96.5,0,delivered
SHIP-51514,ORD-11514,Supplier C,WH-Atlantic,2026-06-14,2026-06-14,92.8,0,delivered
SHIP-51515,ORD-11515,Supplier B,WH-Atlantic,2026-06-14,2026-06-14,92.2,0,delivered
SHIP-51516,ORD-11516,Supplier A,WH-Southern,2026-06-14,2026-06-14,99.2,0,delivered
SHIP-51517,ORD-11517,Supplier C,WH-Southern,2026-06-14,2026-06-14,96.3,0,delivered
SHIP-51518,ORD-11518,Supplier C,WH-Pacific,2026-06-14,2026-06-14,95.1,0,delivered
SHIP-51519,ORD-11519,Supplier C,WH-Midwest,2026-06-14,2026-06-14,97.1,0,delivered
SHIP-51520,ORD-11520,Supplier C,WH-Atlantic,2026-06-14,2026-06-14,96.1,0,delivered
SHIP-51521,ORD-11521,Supplier A,WH-Atlantic,2026-06-14,2026-06-14,98.6,0,delivered
SHIP-51522,ORD-11522,Supplier D,WH-Southern,2026-06-14,2026-06-14,99.3,0,delivered
SHIP-51523,ORD-11523,Supplier C,WH-Southern,2026-06-14,2026-06-14,92.3,0,delivered
SHIP-51524,ORD-11524,Supplier C,WH-Atlantic,2026-06-14,2026-06-14,99.0,0,delivered
SHIP-51525,ORD-11525,Supplier B,WH-Southern,2026-06-14,2026-06-14,94.3,0,delivered
SHIP-51526,ORD-11526,Supplier D,WH-Southern,2026-06-14,2026-06-14,92.6,0,delivered
SHIP-51527,ORD-11527,Supplier A,WH-Pacific,2026-06-14,2026-06-14,93.4,0,delivered
SHIP-51528,ORD-11528,Supplier B,WH-Atlantic,2026-06-14,2026-06-14,93.8,0,delivered
SHIP-51529,ORD-11529,Supplier B,WH-Pacific,2026-06-14,2026-06-14,94.3,0,delivered
SHIP-51530,ORD-11530,Supplier C,WH-Midwest,2026-06-14,2026-06-14,92.4,0,delivered
SHIP-51531,ORD-11531,Supplier D,WH-Southern,2026-06-14,2026-06-14,93.1,0,delivered
SHIP-51532,ORD-11532,Supplier D,WH-Midwest,2026-06-14,2026-06-14,94.2,0,delivered
SHIP-51533,ORD-11533,Supplier B,WH-Atlantic,2026-06-14,2026-06-14,92.6,0,delivered
SHIP-51534,ORD-11534,Supplier D,WH-Midwest,2026-06-14,2026-06-14,93.3,0,delivered
SHIP-51535,ORD-11535,Supplier D,WH-Pacific,2026-06-14,2026-06-14,95.1,0,delivered
SHIP-51536,ORD-11536,Supplier D,WH-Midwest,2026-06-14,2026-06-14,94.1,0,delivered
SHIP-51537,ORD-11537,Supplier D,WH-Pacific,2026-06-14,2026-06-14,98.1,0,delivered
SHIP-51538,ORD-11538,Supplier C,WH-Southern,2026-06-14,2026-06-14,96.2,0,delivered
SHIP-51539,ORD-11539,Supplier B,WH-Midwest,2026-06-14,2026-06-14,94.2,0,delivered
SHIP-51540,ORD-11540,Supplier C,WH-Atlantic,2026-06-14,2026-06-14,96.3,0,delivered
SHIP-51541,ORD-11541,Supplier B,WH-Pacific,2026-06-14,2026-06-14,98.3,0,delivered
SHIP-51542,ORD-11542,Supplier D,WH-Midwest,2026-06-14,2026-06-14,94.0,0,delivered
SHIP-51543,ORD-11543,Supplier D,WH-Atlantic,2026-06-14,2026-06-14,93.4,0,delivered
SHIP-51544,ORD-11544,Supplier D,WH-Midwest,2026-06-14,2026-06-14,94.1,0,delivered
SHIP-51545,ORD-11545,Supplier A,WH-Atlantic,2026-06-14,2026-06-14,98.9,0,delivered
SHIP-51546,ORD-11546,Supplier C,WH-Midwest,2026-06-14,2026-06-14,94.4,0,delivered
SHIP-51547,ORD-11547,Supplier A,WH-Pacific,2026-06-14,2026-06-14,99.4,0,delivered
SHIP-51548,ORD-11548,Supplier B,WH-Atlantic,2026-06-14,2026-06-14,92.8,0,delivered
SHIP-51549,ORD-11549,Supplier C,WH-Midwest,2026-06-14,2026-06-14,98.8,0,delivered
SHIP-51550,ORD-11550,Supplier D,WH-Atlantic,2026-06-14,2026-06-14,96.5,0,delivered
SHIP-51551,ORD-11551,Supplier A,WH-Midwest,2026-06-14,2026-06-14,92.7,0,delivered
SHIP-51552,ORD-11552,Supplier A,WH-Southern,2026-06-14,2026-06-14,94.6,0,delivered
SHIP-51553,ORD-11553,Supplier B,WH-Atlantic,2026-06-14,2026-06-14,93.4,0,delivered
SHIP-51554,ORD-11554,Supplier C,WH-Pacific,2026-06-14,2026-06-16,92.6,2,delayed
SHIP-51555,ORD-11555,Supplier C,WH-Southern,2026-06-14,2026-06-15,93.0,1,delayed
SHIP-51556,ORD-11556,Supplier D,WH-Atlantic,2026-06-14,2026-06-14,96.8,0,delivered
SHIP-51557,ORD-11557,Supplier C,WH-Pacific,2026-06-14,2026-06-14,94.0,0,delivered
SHIP-51558,ORD-11558,Supplier C,WH-Atlantic,2026-06-14,2026-06-14,93.8,0,delivered
SHIP-51559,ORD-11559,Supplier D,WH-Midwest,2026-06-14,2026-06-14,96.2,0,delivered
SHIP-51560,ORD-11560,Supplier A,WH-Pacific,2026-06-14,2026-06-14,95.8,0,delivered
SHIP-51561,ORD-11561,Supplier B,WH-Pacific,2026-06-14,2026-06-14,92.7,0,delivered
SHIP-51562,ORD-11562,Supplier B,WH-Atlantic,2026-06-14,2026-06-14,97.9,0,delivered
SHIP-51563,ORD-11563,Supplier B,WH-Midwest,2026-06-14,2026-06-14,94.1,0,delivered
SHIP-51564,ORD-11564,Supplier C,WH-Pacific,2026-06-14,2026-06-14,92.7,0,delivered
SHIP-51565,ORD-11565,Supplier D,WH-Midwest,2026-06-14,2026-06-14,96.3,0,delivered
SHIP-51566,ORD-11566,Supplier D,WH-Southern,2026-06-14,2026-06-14,96.8,0,delivered
SHIP-51567,ORD-11567,Supplier A,WH-Midwest,2026-06-14,2026-06-14,92.4,0,delivered
SHIP-51568,ORD-11568,Supplier A,WH-Midwest,2026-06-14,2026-06-14,92.5,0,delivered
SHIP-51569,ORD-11569,Supplier C,WH-Atlantic,2026-06-14,2026-06-14,94.5,0,delivered
SHIP-51570,ORD-11570,Supplier B,WH-Atlantic,2026-06-14,2026-06-15,96.1,1,delayed
SHIP-51571,ORD-11571,Supplier D,WH-Atlantic,2026-06-14,2026-06-14,97.3,0,delivered
SHIP-51572,ORD-11572,Supplier A,WH-Pacific,2026-06-14,2026-06-14,93.8,0,delivered
SHIP-51573,ORD-11573,Supplier C,WH-Pacific,2026-06-14,2026-06-14,93.4,0,delivered
SHIP-51574,ORD-11574,Supplier A,WH-Southern,2026-06-14,2026-06-14,92.2,0,delivered
SHIP-51575,ORD-11575,Supplier A,WH-Pacific,2026-06-14,2026-06-14,94.3,0,delivered
SHIP-51576,ORD-11576,Supplier C,WH-Southern,2026-06-14,2026-06-14,94.4,0,delivered
SHIP-51577,ORD-11577,Supplier D,WH-Southern,2026-06-14,2026-06-14,98.8,0,delivered
SHIP-51578,ORD-11578,Supplier D,WH-Atlantic,2026-06-14,2026-06-14,92.2,0,delivered
SHIP-51579,ORD-11579,Supplier A,WH-Atlantic,2026-06-14,2026-06-15,94.9,1,delayed
SHIP-51580,ORD-11580,Supplier B,WH-Southern,2026-06-14,2026-06-14,93.7,0,delivered
SHIP-51581,ORD-11581,Supplier D,WH-Pacific,2026-06-14,2026-06-14,95.7,0,delivered
SHIP-51582,ORD-11582,Supplier C,WH-Midwest,2026-06-14,2026-06-14,94.8,0,delivered
SHIP-51583,ORD-11583,Supplier A,WH-Midwest,2026-06-14,2026-06-14,92.2,0,delivered
SHIP-51584,ORD-11584,Supplier B,WH-Pacific,2026-06-14,2026-06-14,96.0,0,delivered
SHIP-51585,ORD-11585,Supplier A,WH-Southern,2026-06-14,2026-06-14,93.9,0,delivered
SHIP-51586,ORD-11586,Supplier B,WH-Pacific,2026-06-14,2026-06-15,95.9,1,delayed
SHIP-51587,ORD-11587,Supplier C,WH-Pacific,2026-06-14,2026-06-14,98.0,0,delivered
SHIP-51588,ORD-11588,Supplier C,WH-Pacific,2026-06-14,2026-06-14,96.6,0,delivered
SHIP-51589,ORD-11589,Supplier D,WH-Pacific,2026-06-14,2026-06-14,97.4,0,delivered
SHIP-51590,ORD-11590,Supplier B,WH-Pacific,2026-06-14,2026-06-14,96.0,0,delivered
SHIP-51591,ORD-11591,Supplier C,WH-Pacific,2026-06-14,2026-06-14,99.1,0,delivered
SHIP-51592,ORD-11592,Supplier C,WH-Midwest,2026-06-14,2026-06-14,94.5,0,delivered
SHIP-51593,ORD-11593,Supplier C,WH-Southern,2026-06-14,2026-06-14,92.5,0,delivered
SHIP-51594,ORD-11594,Supplier D,WH-Atlantic,2026-06-14,2026-06-14,92.6,0,delivered
SHIP-51595,ORD-11595,Supplier D,WH-Midwest,2026-06-14,2026-06-14,92.1,0,delivered
SHIP-51596,ORD-11596,Supplier C,WH-Southern,2026-06-14,2026-06-14,93.1,0,delivered
SHIP-51597,ORD-11597,Supplier A,WH-Midwest,2026-06-14,2026-06-14,98.0,0,delivered
SHIP-51598,ORD-11598,Supplier C,WH-Pacific,2026-06-14,2026-06-14,99.1,0,delivered
SHIP-51599,ORD-11599,Supplier D,WH-Atlantic,2026-06-14,2026-06-14,94.6,0,delivered
SHIP-51600,ORD-11600,Supplier C,WH-Midwest,2026-06-14,2026-06-14,95.8,0,delivered
SHIP-51601,ORD-11601,Supplier A,WH-Pacific,2026-06-14,2026-06-14,92.8,0,delivered
SHIP-51602,ORD-11602,Supplier B,WH-Pacific,2026-06-14,2026-06-14,95.1,0,delivered
SHIP-51603,ORD-11603,Supplier B,WH-Midwest,2026-06-14,2026-06-14,93.2,0,delivered
SHIP-51604,ORD-11604,Supplier C,WH-Southern,2026-06-14,2026-06-14,95.7,0,delivered
SHIP-51605,ORD-11605,Supplier B,WH-Midwest,2026-06-14,2026-06-14,97.9,0,delivered
SHIP-51606,ORD-11606,Supplier C,WH-Atlantic,2026-06-14,2026-06-14,92.7,0,delivered
SHIP-51607,ORD-11607,Supplier B,WH-Southern,2026-06-14,2026-06-14,92.2,0,delivered
SHIP-51608,ORD-11608,Supplier A,WH-Pacific,2026-06-14,2026-06-14,92.4,0,delivered
SHIP-51609,ORD-11609,Supplier A,WH-Atlantic,2026-06-14,2026-06-15,93.6,1,delayed
SHIP-51610,ORD-11610,Supplier A,WH-Atlantic,2026-06-14,2026-06-15,98.6,1,delayed
SHIP-51611,ORD-11611,Supplier C,WH-Midwest,2026-06-14,2026-06-14,94.5,0,delivered
SHIP-51612,ORD-11612,Supplier B,WH-Atlantic,2026-06-14,2026-06-15,96.2,1,delayed
SHIP-51613,ORD-11613,Supplier B,WH-Atlantic,2026-06-14,2026-06-14,92.8,0,delivered
SHIP-51614,ORD-11614,Supplier C,WH-Atlantic,2026-06-14,2026-06-14,92.3,0,delivered
SHIP-51615,ORD-11615,Supplier C,WH-Midwest,2026-06-14,2026-06-14,92.2,0,delivered
SHIP-51616,ORD-11616,Supplier B,WH-Pacific,2026-06-14,2026-06-14,97.9,0,delivered
SHIP-51617,ORD-11617,Supplier C,WH-Atlantic,2026-06-14,2026-06-14,92.5,0,delivered
SHIP-51618,ORD-11618,Supplier B,WH-Midwest,2026-06-14,2026-06-14,92.5,0,delivered
SHIP-51619,ORD-11619,Supplier C,WH-Midwest,2026-06-14,2026-06-14,97.3,0,delivered
SHIP-51620,ORD-11620,Supplier C,WH-Southern,2026-06-14,2026-06-14,96.5,0,delivered
SHIP-51621,ORD-11621,Supplier A,WH-Pacific,2026-06-14,2026-06-14,97.4,0,delivered
SHIP-51622,ORD-11622,Supplier B,WH-Southern,2026-06-14,2026-06-14,98.6,0,delivered
SHIP-51623,ORD-11623,Supplier B,WH-Atlantic,2026-06-14,2026-06-14,96.1,0,delivered
SHIP-51624,ORD-11624,Supplier D,WH-Atlantic,2026-06-14,2026-06-14,95.7,0,delivered
SHIP-51625,ORD-11625,Supplier D,WH-Midwest,2026-06-14,2026-06-16,97.9,2,delayed
SHIP-51626,ORD-11626,Supplier D,WH-Atlantic,2026-06-14,2026-06-14,92.5,0,delivered
SHIP-51627,ORD-11627,Supplier C,WH-Atlantic,2026-06-14,2026-06-14,95.7,0,delivered
SHIP-51628,ORD-11628,Supplier D,WH-Southern,2026-06-14,2026-06-14,93.4,0,delivered
SHIP-51629,ORD-11629,Supplier D,WH-Atlantic,2026-06-14,2026-06-14,92.3,0,delivered
SHIP-51630,ORD-11630,Supplier D,WH-Atlantic,2026-06-14,2026-06-14,93.5,0,delivered
SHIP-51631,ORD-11631,Supplier D,WH-Pacific,2026-06-14,2026-06-14,98.3,0,delivered
SHIP-51632,ORD-11632,Supplier D,WH-Pacific,2026-06-14,2026-06-14,94.6,0,delivered
SHIP-51633,ORD-11633,Supplier D,WH-Atlantic,2026-06-14,2026-06-14,95.1,0,delivered
SHIP-51634,ORD-11634,Supplier C,WH-Southern,2026-06-14,2026-06-14,93.8,0,delivered
SHIP-51635,ORD-11635,Supplier D,WH-Pacific,2026-06-14,2026-06-15,93.3,1,delayed
SHIP-51636,ORD-11636,Supplier A,WH-Atlantic,2026-06-14,2026-06-14,93.2,0,delivered
SHIP-51637,ORD-11637,Supplier C,WH-Southern,2026-06-14,2026-06-14,99.0,0,delivered
SHIP-51638,ORD-11638,Supplier B,WH-Midwest,2026-06-14,2026-06-14,92.7,0,delivered
SHIP-51639,ORD-11639,Supplier C,WH-Atlantic,2026-06-14,2026-06-16,98.6,2,delayed
SHIP-51640,ORD-11640,Supplier B,WH-Atlantic,2026-06-14,2026-06-14,94.2,0,delivered
SHIP-51641,ORD-11641,Supplier B,WH-Southern,2026-06-14,2026-06-14,93.2,0,delivered
SHIP-51642,ORD-11642,Supplier A,WH-Pacific,2026-06-14,2026-06-14,93.2,0,delivered
SHIP-51643,ORD-11643,Supplier B,WH-Pacific,2026-06-14,2026-06-14,92.7,0,delivered
SHIP-51644,ORD-11644,Supplier C,WH-Midwest,2026-06-14,2026-06-14,95.0,0,delivered
SHIP-51645,ORD-11645,Supplier C,WH-Southern,2026-06-14,2026-06-14,92.2,0,delivered
SHIP-51646,ORD-11646,Supplier A,WH-Atlantic,2026-06-14,2026-06-15,97.0,1,delayed
SHIP-51647,ORD-11647,Supplier B,WH-Midwest,2026-06-14,2026-06-16,96.1,2,delayed
SHIP-51648,ORD-11648,Supplier C,WH-Pacific,2026-06-14,2026-06-14,92.3,0,delivered
SHIP-51649,ORD-11649,Supplier A,WH-Pacific,2026-06-14,2026-06-14,93.7,0,delivered
SHIP-51650,ORD-11650,Supplier B,WH-Pacific,2026-06-14,2026-06-14,96.4,0,delivered
SHIP-51651,ORD-11651,Supplier B,WH-Midwest,2026-06-14,2026-06-14,92.4,0,delivered
SHIP-51652,ORD-11652,Supplier A,WH-Midwest,2026-06-14,2026-06-14,96.4,0,delivered
SHIP-51653,ORD-11653,Supplier B,WH-Southern,2026-06-14,2026-06-14,92.7,0,delivered
SHIP-51654,ORD-11654,Supplier B,WH-Midwest,2026-06-14,2026-06-14,94.1,0,delivered
SHIP-51655,ORD-11655,Supplier D,WH-Midwest,2026-06-14,2026-06-14,98.1,0,delivered
SHIP-51656,ORD-11656,Supplier C,WH-Pacific,2026-06-14,2026-06-14,93.7,0,delivered
SHIP-51657,ORD-11657,Supplier B,WH-Pacific,2026-06-15,2026-06-17,95.6,2,delayed
SHIP-51658,ORD-11658,Supplier B,WH-Southern,2026-06-15,2026-06-15,93.8,0,delivered
SHIP-51659,ORD-11659,Supplier A,WH-Southern,2026-06-15,2026-06-15,98.2,0,delivered
SHIP-51660,ORD-11660,Supplier D,WH-Southern,2026-06-15,2026-06-15,94.2,0,delivered
SHIP-51661,ORD-11661,Supplier B,WH-Pacific,2026-06-15,2026-06-15,95.0,0,delivered
SHIP-51662,ORD-11662,Supplier D,WH-Pacific,2026-06-15,2026-06-15,98.6,0,delivered
SHIP-51663,ORD-11663,Supplier B,WH-Pacific,2026-06-15,2026-06-15,97.5,0,delivered
SHIP-51664,ORD-11664,Supplier D,WH-Pacific,2026-06-15,2026-06-15,92.7,0,delivered
SHIP-51665,ORD-11665,Supplier A,WH-Southern,2026-06-15,2026-06-15,96.9,0,delivered
SHIP-51666,ORD-11666,Supplier D,WH-Atlantic,2026-06-15,2026-06-15,93.5,0,delivered
SHIP-51667,ORD-11667,Supplier B,WH-Midwest,2026-06-15,2026-06-15,96.0,0,delivered
SHIP-51668,ORD-11668,Supplier A,WH-Midwest,2026-06-15,2026-06-16,99.0,1,delayed
SHIP-51669,ORD-11669,Supplier D,WH-Southern,2026-06-15,2026-06-15,98.5,0,delivered
SHIP-51670,ORD-11670,Supplier A,WH-Southern,2026-06-15,2026-06-15,95.2,0,delivered
SHIP-51671,ORD-11671,Supplier B,WH-Atlantic,2026-06-15,2026-06-15,99.0,0,delivered
SHIP-51672,ORD-11672,Supplier C,WH-Midwest,2026-06-15,2026-06-15,94.9,0,delivered
SHIP-51673,ORD-11673,Supplier B,WH-Southern,2026-06-15,2026-06-15,95.2,0,delivered
SHIP-51674,ORD-11674,Supplier D,WH-Midwest,2026-06-15,2026-06-15,97.2,0,delivered
SHIP-51675,ORD-11675,Supplier D,WH-Southern,2026-06-15,2026-06-15,94.6,0,delivered
SHIP-51676,ORD-11676,Supplier D,WH-Midwest,2026-06-15,2026-06-15,98.3,0,delivered
SHIP-51677,ORD-11677,Supplier B,WH-Pacific,2026-06-15,2026-06-15,93.7,0,delivered
SHIP-51678,ORD-11678,Supplier B,WH-Midwest,2026-06-15,2026-06-15,98.3,0,delivered
SHIP-51679,ORD-11679,Supplier A,WH-Southern,2026-06-15,2026-06-15,99.2,0,delivered
SHIP-51680,ORD-11680,Supplier A,WH-Atlantic,2026-06-15,2026-06-15,98.4,0,delivered
SHIP-51681,ORD-11681,Supplier B,WH-Atlantic,2026-06-15,2026-06-17,98.6,2,delayed
SHIP-51682,ORD-11682,Supplier B,WH-Atlantic,2026-06-15,2026-06-15,94.3,0,delivered
SHIP-51683,ORD-11683,Supplier C,WH-Pacific,2026-06-15,2026-06-15,95.3,0,delivered
SHIP-51684,ORD-11684,Supplier A,WH-Atlantic,2026-06-15,2026-06-15,97.3,0,delivered
SHIP-51685,ORD-11685,Supplier B,WH-Atlantic,2026-06-15,2026-06-15,96.6,0,delivered
SHIP-51686,ORD-11686,Supplier B,WH-Southern,2026-06-15,2026-06-15,93.5,0,delivered
SHIP-51687,ORD-11687,Supplier A,WH-Southern,2026-06-15,2026-06-15,93.0,0,delivered
SHIP-51688,ORD-11688,Supplier D,WH-Midwest,2026-06-15,2026-06-15,93.5,0,delivered
SHIP-51689,ORD-11689,Supplier A,WH-Atlantic,2026-06-15,2026-06-15,97.0,0,delivered
SHIP-51690,ORD-11690,Supplier A,WH-Pacific,2026-06-15,2026-06-15,93.8,0,delivered
SHIP-51691,ORD-11691,Supplier C,WH-Pacific,2026-06-15,2026-06-15,96.0,0,delivered
SHIP-51692,ORD-11692,Supplier C,WH-Southern,2026-06-15,2026-06-15,99.3,0,delivered
SHIP-51693,ORD-11693,Supplier C,WH-Atlantic,2026-06-15,2026-06-15,99.5,0,delivered
SHIP-51694,ORD-11694,Supplier A,WH-Pacific,2026-06-15,2026-06-15,95.8,0,delivered
SHIP-51695,ORD-11695,Supplier B,WH-Midwest,2026-06-15,2026-06-15,97.8,0,delivered
SHIP-51696,ORD-11696,Supplier A,WH-Pacific,2026-06-15,2026-06-15,95.1,0,delivered
SHIP-51697,ORD-11697,Supplier A,WH-Midwest,2026-06-15,2026-06-15,96.5,0,delivered
SHIP-51698,ORD-11698,Supplier C,WH-Midwest,2026-06-15,2026-06-15,99.2,0,delivered
SHIP-51699,ORD-11699,Supplier A,WH-Midwest,2026-06-15,2026-06-15,96.5,0,delivered
SHIP-51700,ORD-11700,Supplier D,WH-Atlantic,2026-06-15,2026-06-15,95.4,0,delivered
SHIP-51701,ORD-11701,Supplier C,WH-Southern,2026-06-15,2026-06-15,96.8,0,delivered
SHIP-51702,ORD-11702,Supplier A,WH-Pacific,2026-06-15,2026-06-15,96.9,0,delivered
SHIP-51703,ORD-11703,Supplier B,WH-Pacific,2026-06-15,2026-06-15,95.0,0,delivered
SHIP-51704,ORD-11704,Supplier D,WH-Midwest,2026-06-15,2026-06-15,98.7,0,delivered
SHIP-51705,ORD-11705,Supplier D,WH-Southern,2026-06-15,2026-06-15,99.1,0,delivered
SHIP-51706,ORD-11706,Supplier B,WH-Midwest,2026-06-15,2026-06-15,99.0,0,delivered
SHIP-51707,ORD-11707,Supplier B,WH-Atlantic,2026-06-15,2026-06-15,96.0,0,delivered
SHIP-51708,ORD-11708,Supplier C,WH-Atlantic,2026-06-15,2026-06-15,95.9,0,delivered
SHIP-51709,ORD-11709,Supplier D,WH-Atlantic,2026-06-15,2026-06-15,93.4,0,delivered
SHIP-51710,ORD-11710,Supplier C,WH-Atlantic,2026-06-15,2026-06-15,96.6,0,delivered
SHIP-51711,ORD-11711,Supplier A,WH-Pacific,2026-06-15,2026-06-15,98.1,0,delivered
SHIP-51712,ORD-11712,Supplier B,WH-Pacific,2026-06-15,2026-06-15,96.9,0,delivered
SHIP-51713,ORD-11713,Supplier A,WH-Southern,2026-06-15,2026-06-15,92.5,0,delivered
SHIP-51714,ORD-11714,Supplier C,WH-Pacific,2026-06-15,2026-06-15,96.8,0,delivered
SHIP-51715,ORD-11715,Supplier B,WH-Southern,2026-06-15,2026-06-15,95.9,0,delivered
SHIP-51716,ORD-11716,Supplier D,WH-Atlantic,2026-06-15,2026-06-15,95.0,0,delivered
SHIP-51717,ORD-11717,Supplier D,WH-Pacific,2026-06-15,2026-06-15,92.0,0,delivered
SHIP-51718,ORD-11718,Supplier C,WH-Atlantic,2026-06-15,2026-06-15,99.0,0,delivered
SHIP-51719,ORD-11719,Supplier B,WH-Midwest,2026-06-15,2026-06-15,92.1,0,delivered
SHIP-51720,ORD-11720,Supplier A,WH-Atlantic,2026-06-15,2026-06-15,97.7,0,delivered
SHIP-51721,ORD-11721,Supplier A,WH-Pacific,2026-06-15,2026-06-15,93.4,0,delivered
SHIP-51722,ORD-11722,Supplier C,WH-Midwest,2026-06-15,2026-06-15,95.1,0,delivered
SHIP-51723,ORD-11723,Supplier A,WH-Atlantic,2026-06-15,2026-06-15,96.7,0,delivered
SHIP-51724,ORD-11724,Supplier B,WH-Pacific,2026-06-15,2026-06-15,93.9,0,delivered
SHIP-51725,ORD-11725,Supplier C,WH-Southern,2026-06-15,2026-06-15,98.3,0,delivered
SHIP-51726,ORD-11726,Supplier A,WH-Atlantic,2026-06-15,2026-06-15,96.4,0,delivered
SHIP-51727,ORD-11727,Supplier C,WH-Midwest,2026-06-15,2026-06-15,97.3,0,delivered
SHIP-51728,ORD-11728,Supplier D,WH-Atlantic,2026-06-15,2026-06-15,95.0,0,delivered
SHIP-51729,ORD-11729,Supplier B,WH-Atlantic,2026-06-15,2026-06-15,97.3,0,delivered
SHIP-51730,ORD-11730,Supplier D,WH-Pacific,2026-06-15,2026-06-15,92.2,0,delivered
SHIP-51731,ORD-11731,Supplier A,WH-Atlantic,2026-06-15,2026-06-15,96.5,0,delivered
SHIP-51732,ORD-11732,Supplier A,WH-Midwest,2026-06-15,2026-06-17,96.2,2,delayed
SHIP-51733,ORD-11733,Supplier B,WH-Pacific,2026-06-15,2026-06-15,95.4,0,delivered
SHIP-51734,ORD-11734,Supplier C,WH-Pacific,2026-06-15,2026-06-15,94.7,0,delivered
SHIP-51735,ORD-11735,Supplier B,WH-Midwest,2026-06-15,2026-06-15,96.3,0,delivered
SHIP-51736,ORD-11736,Supplier D,WH-Atlantic,2026-06-15,2026-06-15,94.8,0,delivered
SHIP-51737,ORD-11737,Supplier A,WH-Pacific,2026-06-15,2026-06-15,94.5,0,delivered
SHIP-51738,ORD-11738,Supplier D,WH-Atlantic,2026-06-15,2026-06-15,96.8,0,delivered
SHIP-51739,ORD-11739,Supplier A,WH-Midwest,2026-06-15,2026-06-15,93.8,0,delivered
SHIP-51740,ORD-11740,Supplier B,WH-Atlantic,2026-06-15,2026-06-15,96.3,0,delivered
SHIP-51741,ORD-11741,Supplier D,WH-Midwest,2026-06-15,2026-06-15,93.9,0,delivered
SHIP-51742,ORD-11742,Supplier C,WH-Southern,2026-06-15,2026-06-15,96.7,0,delivered
SHIP-51743,ORD-11743,Supplier C,WH-Pacific,2026-06-15,2026-06-15,93.3,0,delivered
SHIP-51744,ORD-11744,Supplier D,WH-Atlantic,2026-06-15,2026-06-15,98.1,0,delivered
SHIP-51745,ORD-11745,Supplier D,WH-Midwest,2026-06-15,2026-06-15,94.6,0,delivered
SHIP-51746,ORD-11746,Supplier A,WH-Southern,2026-06-15,2026-06-15,99.1,0,delivered
